MovieName,actorid,ReleaseYear,BoxOffice
海神密码,2232569,2014,55
海神密码,2232565,2014,55
夺樽,2232385,2014,74
滚蛋吧！肿瘤君,2232300,2015,51180
金牌流浪狗,2232256,2014,105
江南爱情故事,2232237,2014,122
新步步惊心,2232291,2015,3221
一号目标,2232079,2014,204
有一天,2231966,2014,219
有一天,2231951,2014,219
有一天,2231960,2014,219
警察日记,2232063,2014,210
秘术,2231753,2014,503
心咒,2231887,2014,243
有一天,2231941,2014,219
激浪青春,2231770,2014,498
封门村,2231690,2014,567
密道追踪之阴兵虎符,2230475,2014,901
恐怖电影院,2230218,2014,1228
我的播音系女友,2230280,2014,1282
81号农场之疯狂的麦咭,2230196,2014,1878
食人虫,2230063,2014,2257
开心超人2：启源星之战,2229851,2014,2803
开心超人2：启源星之战,2229847,2014,2803
军号密码,2229617,2015,5
露水红颜,2229256,2014,6628
白日焰火,2229122,2014,10304
白日焰火,2229120,2014,10304
微爱之渐入佳境,2228926,2014,28637
破局,2228584,2014,163
猪猪侠之终极决战,2228607,2015,4549
我是路人甲,2228168,2015,6383
驱魔少年,2228529,2015,
师父,2227193,2015,5482
厨子戏子痞子,2226734,2013,27283
硬汉奶爸,2226251,2014,273
快乐到家,2223767,2013,15359
孤岛,2217990,2014,360
怪谈,2217204,2015,758
少年杨靖宇,2216469,2015,1
天将雄师,2215586,2015,74417
太平轮（上）,2215586,2014,19542
男人不可以穷,2215714,2014,1376
精武青春,2214972,2014,96
三只小猪与神灯,2214367,2015,2382
茶花村的幸福生活,2214071,2011,0
密道追踪之阴兵虎符,2214054,2014,901
天机,2211925,2015,0
深夜前的五分钟,2210364,2014,1007
北京·纽约,2208241,2015,1905
江湖论剑实录,2205191,2014,1093
好命先生,2205182,2014,2212
碟仙诡谭,2205027,2014,2013
神秘世界历险记2,2205036,2014,6193
破局,2202943,2014,163
心咒,2200860,2014,243
幸福梦想,2200844,2014,1
幸福梦想,2200848,2014,1
西湖传奇,2200287,2014,1
新地雷战：神勇小子,2200287,2014,3
侨女日记,2199554,2014,2
纯纯欲动,2198740,2014,28
我的播音系女友,2198346,2014,1282
你是哪里人,2194035,2011,64
西湖传奇,2193677,2014,1
我与拉拉,2193677,2012,16
渡江！渡江！,2193393,2012,7
囧人之越挠越痒,2193323,2013,78
爱·回家,2193194,2013,0
中国好声音之为你转身,2191663,2013,301
石斛兰,2192119,2014,2
铁塔油花浪漫曲,2190389,2014,0
我的青春蜜友,2186760,2014,56
爱·你别走,2184866,2013,4
求爱嫁期,2185586,2014,382
飞天,2183673,2011,6574
爱的苏醒,2184042,2014,0
辛巴达历险记2013,2183544,2013,4022
洛克王国2圣龙的心愿,2183308,2013,6953
洛克王国！圣龙骑士,2183308,2011,2728
东成西就2011,2183226,2011,7497
桑榆街9号,2181247,2015,20
怨灵,2181247,2014,1894
潘多拉的宝剑,2178908,2012,105
一代宗师,2178476,2013,28923
摩登年代,2177512,2013,6844
爱情进化论,2176524,2014,762
怖偶,2176489,2014,563
天空的微笑,2247753,2011,36
熊出没之雪岭熊风,2245116,2015,29571
胜利大阅兵,2245071,2015,32
恶棍天使,2245022,2015,64958
火车快跑,2244035,2015,0
十月初五的月光,2239928,2015,4261
诡影迷情,2240683,2015,340
火云端,2239607,2015,10
紫霞,2236371,2015,49
零点杀机,2235953,2015,46
战狼,2236211,2015,54555
巴啦啦小魔仙之魔箭公主,2235455,2015,3828
赛尔号4大电影：圣魔之战,2233912,2014,6233
俐侎阿朵,2233899,2014,0
分手木马计,2233704,2014,7
等你追我,2233683,2014,10
等你追我,2233692,2014,10
国宝疑云,2233756,2014,3
国宝疑云,2233763,2014,3
分手木马计,2233708,2014,7
血彩,2233615,2014,13
换爱七日,2233602,2014,18
熊出没之雪岭熊风,2233459,2015,29571
渴望的青春,2233574,2014,19
换爱七日,2233595,2014,18
早安，冬日海,2233651,2014,12
血彩,2233617,2014,13
黎明之眼,2233130,2014,29
幸福中转栈,2233030,2014,31
年少轻狂,2233132,2015,1309
飞鱼秀,2232984,2014,33
恋者多喜欢,2232960,2014,38
恋者多喜欢,2232969,2014,38
恋者多喜欢,2232966,2014,38
犹太女孩在上海2：项链密码,2232760,2015,164
37次想你,2232747,2014,49
第一眼爱情,2232734,2014,46
第一眼爱情,2232736,2014,46
第一眼爱情,2232730,2014,46
犹太女孩在上海2：项链密码,2232753,2015,164
80后的独立宣言,2232860,2014,39
大峰祖师,2232652,2014,48
十二生肖城市英雄,2232395,2014,59
夺樽,2232377,2014,74
这个大叔不太囧,2232461,2014,37
黑月,2232286,2014,96
80后的独立宣言,2232283,2014,39
黑月,2232283,2014,96
我是你的野蛮女友,2232363,2014,77
滚蛋吧！肿瘤君,2232299,2015,51180
古堡之吻,2232328,2014,92
一个温州的女人,2232327,2014,92
我们毕业的夏天,2232268,2014,104
太阳脸,2183931,2013,13
天机·富春山居图,2183912,2013,30031
目标战,2184039,2013,28
新娘大作战,2183627,2015,17336
死亡之谜之双鱼玉佩,2183783,2015,244
观音山,2183621,2011,6994
金色时光,2183317,2014,5
洛克王国3：圣龙的守护,2183313,2014,4788
热血男人帮,2183331,2015,178
大上海,2182614,2012,14975
天使：生命处方,2181551,2015,8
极限冲刺,2181551,2011,0
近距离击杀,2181564,2014,39
角落里的阳光,2180808,2012,6
万万没想到,2180792,2015,32251
幸福对对碰,2180639,2012,
梦寻,2180781,2012,0
太极2：英雄崛起,2179933,2012,11843
伤心童话,2179711,2012,1147
青春.com,2180171,2014,
追你到天边,2179368,2014,5
简单爱,2179470,2015,21
潘多拉的宝剑,2178907,2012,105
奔跑吧！孩子,2179103,2015,35
宝岛双雄,2178369,2012,732
不能告诉你,2178473,2012,0
茶花村的幸福生活,2178231,2011,0
做次有钱人,2177865,2012,152
笔仙,2178188,2012,5817
高铁英雄,2177846,2013,118
恋爱三万英尺,2177488,2012,340
我爱灰太狼2,2176767,2013,7549
Hello，树先生！,2177202,2011,222
爱爱囧事,2176590,2013,211
地域无门,2175717,2012,268
硬汉2：奉陪到底,2175717,2011,2326
情回鹭岛,2175764,2011,489
你是哪里人,2175202,2011,64
光的棍,2175203,2013,70
真心话大冒险,2174851,2012,1526
翅膀花,2174879,2012,0
缘来是游戏,2174762,2014,327
魅妆,2174739,2012,686
关于爱情和那些魔鬼,2174958,2012,66
虐面人之死灵面膜,2174542,2014,195
爱情银行,2174542,2013,536
杜拉拉追婚记,2024717,2015,4971
大片,2024716,2013,352
滚蛋吧！肿瘤君,2024642,2015,51180
红髅,2024581,2015,341
失恋33天,2024020,2011,32053
亲，别怕,2023992,2015,226
幸福中转栈,2023992,2014,31
金陵十三钗,2024214,2011,59227
小西天狄道传奇,2023622,2015,8
神眼之红毛鬼,2023622,2014,0
谷雨,2023103,2011,0
你是我的宝贝,2023234,2012,0
燃烧的影像,2023222,2015,12
天职,2023132,2013,
蔡李佛-极限拳速,2023193,2011,183
怕羞的木头人,2022837,2011,
美人邦,2022711,2014,702
蛋炒饭,2022489,2011,322
夜惊魂,2022523,2011,838
大震撼,2022512,2011,12
假装情侣,2022509,2011,3133
忠诚与背叛,2022496,2012,1822
飞天,2022496,2011,6574
西域大都护,2022347,2012,0
顾景舟,2022171,2015,
闯堂兔2疯狂马戏团,2022261,2015,2121
喜酒,2022261,2012,315
痞子·洛克,2022245,2015,15
情缘廊桥,2022339,2013,2
查无此人,2022305,2012,293
边区造,2019142,2014,1
熊猫总动员,2015235,2011,4568
夜半梳头,2014697,2014,1348
京城81号,2012928,2014,41227
陌路惊笑,2012667,2015,156
爱情魔发师,2012658,2015,20
圣龙奇兵大冒险,2012650,2013,571
荞麦花开,2011759,2011,
爱情银行,2011754,2013,536
明月,2011745,2012,
多情的夏天,2011730,2011,0
雷锋在1959,2011793,2014,51
飞扬的青春,2011785,2012,5
绿林大冒险,2010426,2013,938
荒岛情未了,2175916,2012,371
兰亭,2174569,2014,236
变身男女,2174633,2012,806
少年岳飞传奇,8438,2011,134
岁岁清明,729,2011,156
闪魂,366670,2014,538
不怕贼惦记,33747,2011,389
幸福额度,2545,2011,2934
非常营救,2597,2012,138
大喜临门,2215222,2015,777
黄飞鸿之英雄有梦,2215572,2014,18422
赛尔号5：雷神崛起,2214366,2015,5662
匆匆那年,2213083,2014,58849
太阳花儿开,2213609,2014,0
坏姐姐之拆婚联盟,2211916,2014,993
我不是贼,2211541,2014,6
街舞小子,2211593,2014,9
我不是贼,2211540,2014,6
我的早更女友,2211372,2014,16180
天河,2210926,2014,3324
探灵档案,2210510,2015,334
匆匆那年,2210365,2014,58849
世外逃园,2210543,2015,
找个高富帅,2209853,2014,91
神剑传奇,2209795,2014,9
万万没想到,2207921,2015,32251
黄土情,2206433,2013,0
飞鱼秀,2206397,2014,33
怦然星动,2206424,2015,15973
穷途,2206039,2015,38
奇袭胡家台,2206030,2015,0
封门村,2206232,2014,567
启功,2205181,2015,40
绣春刀,2205174,2014,9323
神秘世界历险记2,2205035,2014,6193
渴望的青春,2204775,2014,19
反贪风暴,2205534,2014,9530
洛克王国3：圣龙的守护,2202667,2014,4788
大明劫,2201699,2013,454
新月魅影,2201699,2011,118
美人邦,2201976,2014,702
求爱嫁期,2200853,2014,382
幸福梦想,2200850,2014,1
缘来是游戏,2200842,2014,327
缘来是游戏,2200840,2014,327
纯纯欲动,2200836,2014,28
一个温州的女人,2200785,2014,92
爱情进化论,2201134,2014,762
墓穴迷城,2200653,2015,249
情剑,2200626,2015,30
我的播音系女友,2200071,2014,1282
我的播音系女友,2200073,2014,1282
北京爱情故事,2200032,2014,40555
血彩,2194555,2014,13
特工艾米拉,2194554,2014,741
谁动了我的梦想,2194014,2014,319
再见巨人,2194014,2014,1
西藏天空,2194340,2014,1797
小时代4：灵魂尽头,2194431,2015,48842
小时代3：刺金时代,2194431,2014,52156
求爱嫁期,2193774,2014,382
兔子镇的火狐狸,2194167,2015,266
国宝疑云,2193685,2014,3
咱们的工会主席,2193718,2013,14
幸福中转栈,2193704,2014,31
赤道,2193339,2015,20973
青春雷锋,2193330,2013,99
让爱绽放,2193332,2013,3
结婚那件事,2193294,2013,267
午夜火车,2193327,2013,679
萧红,2193325,2013,202
缘来是咱俩,2193372,2012,28
诡拼车,2193192,2013,201
逆袭,2193240,2013,19
我的母亲,2193232,2013,0
剩者为王,2191664,2015,6149
708090,2191469,2015,
爸爸去哪儿,2190725,2014,69673
十号机密,2189696,2013,0
换爱七日,2188737,2014,18
剩者为王,2188019,2015,6149
一夜惊喜,2187855,2013,17732
冲锋车,2187978,2015,2091
拐杖,2185224,2013,3
一个温州的女人,2232325,2014,92
超萌英雄,2232147,2014,168
超萌英雄,2232146,2014,168
斐济99℃爱情,2232210,2014,127
神通佛影,2232184,2014,26
破局,2232197,2014,163
破局,2232192,2014,163
风云1927,2232252,2014,107
大寒桃花开,2232245,2014,114
一号目标,2232087,2014,204
怒放之青春再见,2232024,2014,202
有一天,2231963,2014,219
有一天,2231962,2014,219
有一天,2231939,2014,219
无手老师,2231939,2012,0
完美超越,2231919,2014,232
谁动了我的梦想,2231806,2014,319
完美超越,2231911,2014,232
花咒,2231670,2014,628
封门村,2231687,2014,567
花咒,2231667,2014,628
怖偶,2231698,2014,563
闪魂,2231735,2014,538
东莞女孩,2231285,2015,10
双生灵,2231215,2015,310
第一眼爱情,2231645,2014,46
我就是我,2231644,2014,652
时间都去哪了,2231477,2015,26
飞扬的青春,2231451,2015,
轩辕剑传奇,2231483,2015,316
死亡邮件,2231058,2014,646
诡八楼,2231058,2014,728
爱情进化论,2230949,2014,762
特工艾米拉,2231015,2014,741
特工艾米拉,2231010,2014,741
龟兔再跑,2230399,2014,1172
密道追踪之阴兵虎符,2230451,2014,901
诡镇,2230425,2014,933
我的播音系女友,2230269,2014,1282
奥拉星：进击圣殿,2230263,2015,847
江南爱情故事,2230281,2014,122
女生宿舍,2230254,2014,1283
白雪公主之矮人力量,2230217,2014,1763
白雪公主之矮人力量,2230208,2014,1763
白雪公主之矮人力量,2230213,2014,1763
怨灵,2230176,2014,1894
恐怖电影院,2230227,2014,1228
床下有人2,2230227,2014,1489
食人虫,2230051,2014,2257
我只要我们在一起,2230143,2015,307
猪猪侠之勇闯巨人岛,2229714,2014,4365
大话天仙,2229782,2014,2962
全城通缉,2229742,2014,3504
天河,2229759,2014,3324
少年师爷,2229712,2015,
辛巴达历险记2,2229999,2014,2595
笔仙惊魂3,2229738,2014,3531
脱轨时代,2229643,2014,5473
秦时明月之龙腾万里,2229622,2014,5998
秦时明月之龙腾万里,2229607,2014,5998
忘了去懂你,2229653,2014,213
洛克王国3：圣龙的守护,2229678,2014,4788
神秘世界历险记2,2229470,2014,6193
神秘世界历险记2,2229469,2014,6193
秦时明月之龙腾万里,2229467,2014,5998
露水红颜,2229260,2014,6628
整容日记,2229174,2014,8440
十万个冷笑话,2229162,2014,11987
绣春刀,2229151,2014,9323
前任攻略,2229114,2014,12968
我的早更女友,2229073,2014,16180
我的早更女友,2229071,2014,16180
我的早更女友,2229085,2014,16180
我的早更女友,2229059,2014,16180
斐济99℃爱情,2229043,2014,127
闺蜜,2228998,2014,20494
我的早更女友,2229062,2014,16180
闺蜜,2229008,2014,20494
熊出没之夺宝熊兵,2228957,2014,24808
归来,2228915,2014,29146
老男孩之猛龙过江,2228962,2014,20887
熊出没之夺宝熊兵,2228954,2014,24808
猪猪侠之终极决战,2228881,2015,4549
奥拉星：进击圣殿,2228882,2015,847
猪猪侠之终极决战,2228878,2015,4549
亲，别怕,2228669,2015,226
白发魔女传之明月天国,2228900,2014,38914
小时代3：刺金时代,2228474,2014,52156
少女哪吒,2228453,2015,54
奔跑吧！兄弟,2228890,2015,44644
白发魔女传之明月天国,2228890,2014,38914
心花路放,2228581,2014,116934
推拿,2228582,2014,1314
西游记之大圣归来,2228743,2015,95652
再见我们的十年,2228198,2015,535
张震讲故事之鬼迷心窍,2228142,2015,2093
旋风九日,2228129,2015,1689
西游新传2：真心话大冒险,2227393,2015,245
81号农场之保卫麦咭,2226755,2013,2531
古镇凶灵之巫咒缠身,2226778,2013,1064
笔仙惊魂3,2226740,2014,3531
别跟我谈高富帅,2226551,2013,1
大片,2226707,2013,352
百万爱情宝贝,2226700,2013,85
201314,2226612,2013,1326
潜艇总动员3：彩虹宝藏,2226725,2013,5755
北漂鱼,2226710,2013,332
归来,2226563,2014,29146
郑和1405：魔海寻踪,2226239,2013,150
昆塔·盒子总动员,2226254,2013,1719
不能错过,2226387,2015,14
暴走吧，女人,2226120,2013,199
步步追魂,2226114,2013,479
巴啦啦小魔仙,2226206,2013,5190
女神跟我走,2224126,2015,37
左耳,2223912,2015,48522
桑榆街9号,2223791,2015,20
异种,2224719,2015,508
者来·来者,2224061,2015,
三只小猪与神灯,2224136,2015,2382
狄仁杰之神都龙王,2223769,2013,60077
菜鸟,2219393,2015,191
菜鸟,2219392,2015,191
可爱的你,2219653,2015,2222
菜鸟,2219389,2015,191
无敌小飞猪,2219172,2015,308
无敌小飞猪,2219174,2015,308
北京·纽约,2219123,2015,1905
全能囧爸,2219087,2015,83
冲上云霄,2218402,2015,15631
冲上云霄,2218401,2015,15631
谜城,2218401,2015,14885
吉星高照2015,2218174,2015,1529
诡劫,2218021,2015,259
狼图腾,2218837,2015,70424
吉星高照2015,2217502,2015,1529
怪谈,2217355,2015,758
坏蛋必须死,2217917,2015,4705
有种你爱我,2217929,2015,6822
正果,2217099,2015,16
重返20岁,2217097,2015,36612
猪猪侠之终极决战,2216277,2015,4549
闪魂,2010162,2014,538
十二星座离奇事件,2009834,2012,2004
同桌的你,2009704,2014,45576
雪花秘扇,2009704,2011,3502
花香,1948470,2014,12
万物生长,1948239,2015,14831
冰封：重生之门,1948422,2014,14269
非秀不可,1948465,2013,33
凯撒,1948109,2011,
蔡李佛-极限拳速,1947891,2011,183
破五,1903312,2014,0
中国好声音之为你转身,1903312,2013,301
越来越好之村晚,1903312,2013,3002
杜拉拉追婚记,1903289,2015,4971
临终囧事,1903231,2013,781
查无此人,1903710,2012,293
功夫侠,1903001,2013,67
奔跑吧！兄弟,1903165,2015,44644
化妆师,1883082,2014,668
李可乐寻人记,1883082,2014,319
我的美丽王国,1883082,2013,57
白狐,1883082,2013,3154
十月初五的月光,1877492,2015,4261
脱轨时代,1877482,2014,5473
毕业那年,1877307,2012,286
全城高考,1875908,2013,332
保安刘十八,1869947,2012,26
一个温州的女人,1869168,2014,92
死亡之谜之双鱼玉佩,1868160,2015,244
红尾鸽,1868271,2012,0
永不消失的广播,1867481,2014,39
终极大冒险,1867912,2013,446
荒岛情未了,1865933,2012,371
洛克王国4：出发！巨人谷,1862318,2015,7698
奥拉星：进击圣殿,1862318,2015,847
功夫,1862429,2015,2560
香气,1860709,2014,239
前任攻略,1861855,2014,12968
我只要我们在一起,1860264,2015,307
惊魂游戏,15853,2012,394
绣春刀,9660,2014,9323
无底洞,966,2011,115
真爹假娘俏媳妇,99,2012,
房不剩防,99,2011,378
换爱七日,9749,2014,18
临终囧事,9749,2013,781
怨灵人偶,9711,2014,2592
梦萦张家界,9711,2013,0
一网不捞鱼,9749,2011,
三个未婚妈妈,97,2012,475
倾城之泪,97,2011,4397
建党伟业,97,2011,40923
我就是我,9998,2014,652
匆匆那年,9998,2014,58849
同桌的你,9998,2014,45576
厨子戏子痞子,9998,2013,27283
陪安东尼度过漫长岁月,9998,2015,6265
恶棍天使,9998,2015,64958
铜雀台,9998,2012,10606
我知女人心,969,2011,6537
破风,969,2015,14529
一步之遥,969,2014,51494
私人订制,969,2013,71380
一场风花雪月的事,9871,2013,2276
墓穴迷城,9882,2015,249
奔跑吧！兄弟,9965,2015,44644
建党伟业,94,2011,40923
忠诚与背叛,90,2012,1822
青春派,91,2013,2814
桃姐,91,2012,7052
三城记,91,2015,1224
太平轮（上）,91,2014,19542
戒烟不戒酒,919,2011,691
时尚女郎之女人江湖,8863,2015,2
建党伟业,8835,2011,40923
厨子戏子痞子,953,2013,27283
不再让你孤单,953,2011,1999
推拿,8765,2014,1314
亲密敌人,8760,2011,11037
冰封：重生之门,87,2014,14269
我在路上最爱你,87,2014,2085
鸿门宴,8679,2011,13972
毛驴县令之酸儿辣女,8686,2014,
江湖论剑实录,8694,2014,1093
新少林寺,8620,2011,21254
石器时代之百万大侦探,86,2013,32
形影不离,86,2012,894
万物生长,85,2015,14831
闯入者,872,2015,1003
就是闹着玩的,874,2012,324
分手达人,8633,2014,441
刺杀玫瑰,8633,2012,
玩命狙击,8654,2011,772
刀见笑,8659,2011,2233
新少林寺,8448,2011,21254
满园春色,822,2011,66
王朝的女人·杨贵妃,85,2015,13393
X战警：逆转未来,85,2014,72296
一夜惊喜,85,2013,17732
钢铁侠3,85,2013,75486
一座城池,8447,2013,688
意外的恋爱时光,8447,2013,2362
给野兽献花,8447,2012,749
喜羊羊与灰太狼之兔年顶呱呱,810299,2011,13925
杀破狼2,8448,2015,56049
太平轮：彼岸,7887,2015,5105
非常幸运,7887,2013,13707
最爱,7887,2011,5831
小时代4：灵魂尽头（纪录片版）,7415,2015,
别有动机,7928,2015,1189
西游记之大闹天宫,7928,2014,104549
跑出一片天,7928,2012,128
倩女幽魂,7928,2011,14093
擒爱记,80,2012,417
十二公民,7430,2015,1397
求爱嫁期,7414,2014,382
印度奇游,83,2015,
东莞女孩,2373,2015,10
战火中的芭蕾,2373,2015,1210
咱们结婚吧,2362,2015,28448
飞越老人院,2362,2012,525
兔侠传奇,2381,2011,1565
触不可及,2400,2014,7681
湘江北去,2400,2011,136
风云1927,2373,2014,107
目标战,2373,2013,28
越来越好之村晚,2373,2013,3002
恋爱中的城市,23412,2015,5365
意外的恋爱时光,23412,2013,2362
神奇,2353,2013,4595
辛亥革命,2382,2011,5010
龙之谷：破晓奇兵,2382,2014,5740
命中注定,23346,2015,6793
小时代,23148,2013,48478
飞越老人院,23148,2012,525
我的青春蜜友,2282155,2014,56
将错就错,2281239,2015,3937
爱神,33415,2013,1211
无人区,3357,2013,25962
白蛇传说,3424,2011,17502
穷途,33748,2015,38
双城计中计,361567,2012,2307
老夫子之小水虎传奇,361567,2011,179
黄金大劫案,3348,2012,15031
乐翻天,3348,2012,507
建党伟业,3348,2011,40923
无价之宝,3348,2011,2196
人再囧途之泰囧,3341,2012,127193
蛋炒饭,3341,2011,322
在一起,32548,2013,3228
澳门风云2,321,2015,97485
过界男女,321,2014,1423
狄仁杰之神都龙王,321,2013,60077
最强囍事,321,2011,16714
何以笙箫默,32548,2015,35351
猛龙特囧,3249,2015,634
雪花秘扇,3249,2011,3502
危情营救,3276,2013,102
战狼,3276,2015,54555
新步步惊心,3274,2015,3221
房不剩防,3200,2011,378
怒放之青春再见,3193,2014,202
疯狂72小时,3194,2014,2735
越来越好之村晚,3348,2013,3002
梦游3D,31479,2011,896
唐家山之恋,3137,2014,196
毛驴县令之酸儿辣女,3140,2014,
车在囧途,3140,2012,2751
别有动机,3136,2015,1189
谁动了我的梦想,3129,2014,319
狙击时刻,31254,2014,168
一九四二,3137,2012,37113
建党伟业,3137,2011,40923
赛车总动员2,3094,2011,7502
跟踪孔令学,3094,2011,270
浮出水面的影子,2781,2012,218
咱们的工会主席,2893,2013,14
警察故事2013,2893,2013,53438
雨中的树,2893,2012,2391
英雄之战,29279,2014,7458
唐人街探案,29238,2015,82441
冷瞳,29238,2013,285
开心魔法,29238,2011,2004
假装情侣,2926,2011,3133
天河,3080,2014,3324
止杀令,3080,2013,450
将爱情进行到底,29,2011,19363
李可乐寻人记,2654,2014,319
张震讲故事之鬼迷心窍,2651,2015,2093
爱情银行,2650,2013,536
囧人之越挠越痒,2653,2013,78
绝录求生,2653,2012,417
南方大冰雪,2653,2012,32
黄金大劫案,27,2012,15031
边境风云,27,2012,2923
金箍棒传奇,26588,2012,1097
平壤之约,2633,2012,214
琴动我心,2654,2011,28
天台爱情,2595,2013,11983
河,2515,2015,12
厨子戏子痞子,2515,2013,27283
指尖太阳,2515,2012,13
横山号,2520,2012,4
与时尚同居,2414,2011,567
哺乳期的女人,2414,2015,28
无人区,2414,2013,25962
邓小平登黄山,2400,2015,178
不可思异,2394,2015,11190
惊沙,2475,2011,151
宅男总动员,2556,2011,511
德兰,2567,2015,
拐杖,2567,2013,3
就是闹着玩的,2567,2012,324
越来越好之村晚,2573,2013,3002
婆婆 妈妈,25,2015,
三个未婚妈妈,25,2012,475
智取威虎山,657,2014,88275
第一大总统,6397,2011,20
战国,661,2011,7604
咱们的工会主席,642,2013,14
守梦者,644,2015,31
杀破狼2,6161,2015,56049
一代宗师,6161,2013,28923
放飞理想,6080,2015,613
消失的凶手,6138,2015,7716
推拿,6138,2014,1314
车手,6138,2012,2865
白蛇传说,6137,2011,17502
叶问：终极一战,5956,2013,1113
一切从2019开始,629,2015,
关云长,610,2011,15741
不二神探,6137,2013,28400
致我们终将逝去的青春,5972,2013,71918
百团大战,5752,2015,41367
当爸爸来敲门,576,2011,1
建党伟业,576,2011,40923
满园春色,5775,2011,66
战国,5750,2011,7604
亲密敌人,5534,2011,11037
一代宗师3D,5545,2015,6301
无人区,5845,2013,25962
郎在对门唱山歌,5798,2011,5
大武生,5850,2011,4267
脱轨时代,5844,2014,5473
热血男人帮,5681,2015,178
夏天的拉花,546,2013,0
窃听风云3,547,2014,30870
兔侠之青黎传说,547,2015,2973
栀子花开,547,2015,37900
初到东京,5465,2012,61
搞定岳父大人,3921,2012,1770
蛋炒饭,3943,2011,322
亲家过年,407,2012,1296
白鹿原,406,2012,14199
情满人间,4040,2015,56
印度奇游,3932,2015,
露水红颜,3932,2014,6628
将爱情进行到底,3932,2011,19363
忠诚与背叛,4075,2012,1822
消失的凶手,36,2015,7716
雷锋的微笑,3768,2013,45
无敌小飞猪,38156,2015,308
101次求婚,38584,2013,20000
一九四二,38584,2012,37113
烈日灼心,361566,2015,30516
夜惊魂,377,2011,838
匹夫,3766,2012,2766
雷锋在1959,369,2014,51
浮城谜事,3744,2012,554
老炮儿,3348,2015,90279
无人区,3337,2013,25962
桃姐,3337,2012,7052
摩登年代,3339,2013,6844
魁拔,3302,2011,499
少女灵异日记,3303,2013,258
雨中的树,369,2012,2391
飞天,369,2011,6574
咱们结婚吧,361567,2015,28448
擦枪走火,3472,2015,552
爸爸妈妈复婚记,34330,2013,505
大闹天宫（动画版）,455,2012,5110
十二公民,4503,2015,1397
我的美丽王国,4503,2013,57
炫舞天鹅,463,2011,45
大武生,463,2011,4267
龙门飞甲,463,2011,54000
奔跑吧！孩子,460,2015,35
天机·富春山居图,463,2013,30031
萧红,463,2013,202
青春派,463,2013,2814
金刚王：死亡救赎,463,2013,1270
中国合伙人,463,2013,53879
笔仙,463,2012,5817
私人订制,455,2013,71380
公路美人,4533,2015,9
渡江！渡江！,4456,2012,7
金太狼的幸福生活,4431,2013,560
微爱之渐入佳境,432,2014,28637
北京遇上西雅图,4291,2013,52016
恋爱排班表,423,2015,83
金牌流浪狗,4431,2014,105
你是我的宝贝,4393,2012,0
农民工之歌,4393,2011,
天使：生命处方,4456,2015,8
与时尚同居,4457,2011,567
飞越老人院,4177,2012,525
师父,4240,2015,5482
邓小平登黄山,4179,2015,178
有种,4093,2013,39
硬汉2：奉陪到底,4093,2011,2326
牛胆神偷,410,2013,51
狄仁杰之神都龙王,4177,2013,60077
画皮2,4177,2012,70210
左耳,7443,2015,48522
私人订制,7443,2013,71380
春蕾绽放,7443,2011,0
变形金刚4：绝迹重生,722,2014,197752
风云1927,722,2014,107
重来,73,2011,16
小时代4：灵魂尽头,7415,2015,48842
遭遇海明威,7392,2015,22
琴动我心,7392,2011,28
刘伯承市长,7415,2012,25
玛德2号,7415,2013,117
消失的子弹,7415,2012,15950
那是说着玩的,738,2012,18
不见不散,725,2015,8
戒烟不戒酒,7233,2011,691
北回归线,716,2014,246
建党伟业,7397,2011,40923
太平轮：彼岸,6904,2015,5105
嫁个100分男人,6954,2012,2526
光的棍,7021,2013,70
密室之不可靠岸,7021,2011,1532
不二神探,6904,2013,28400
白发魔女传之明月天国,6904,2014,38914
道士下山,69,2015,40078
大追捕,69,2012,4822
女人如花,7067,2012,160
十二生肖,722,2012,88118
黄飞鸿之英雄有梦,7066,2014,18422
恶战,7021,2014,803
悬战,6626,2015,162
天亮·分手,6626,2015,57
浪漫天降,6626,2015,785
有一个地方只有我们知道,6621,2015,28365
亲家过年,6621,2012,1296
小锅盖当官,661,2015,
初到东京,5409,2012,61
秋之白华,5420,2011,337
黄金时代,544,2014,5154
桃姐,544,2012,7052
百万爱情宝贝,5414,2013,85
李献计历险记,5340,2011,830
百年情书,5510,2011,14
怖偶,5471,2014,563
大话天仙,4798,2014,2962
爱我就陪我看电影,4863,2015,909
前任攻略,5306,2014,12968
太极1：从零开始,5305,2012,14731
特殊身份,5306,2013,15526
一九四二,5306,2012,37113
建党伟业,5306,2011,40923
情归陶然亭,4885,2011,42
毒战,4984,2013,14695
影子爱人,4984,2012,1815
四大名捕3,5302,2014,19233
铜雀台,4865,2012,10606
初恋未满,4865,2013,225
非常绑匪,4863,2012,192
雪花秘扇,4863,2011,3502
武侠,4863,2011,17019
第一眼爱情,4863,2014,46
后会无期,4641,2014,62881
城市游戏,463,2014,327
永不消失的广播,463,2014,39
关云长,4798,2011,15741
我和你,4680,2012,11
怪谈,4654,2015,758
一路狂奔,4680,2013,588
南平红荔,4735,2012,104
爱在廊桥,4736,2012,3
你是我的宝贝,4768,2012,0
非常绑匪,453,2012,192
寻龙夺宝,4533,2011,3211
竹儿潇潇,2280343,2013,0
有一个地方只有我们知道,2274695,2015,28365
在一起,2274695,2013,3228
风暴,22720,2013,31475
超级经纪人,22720,2013,2883
新步步惊心,2267382,2015,3221
夜行日记,2263784,2012,
大太阳,2250,2011,59
迫在眉睫,2246498,2014,2
老萨的战争,2246488,2013,0
